"State","FIPS","Name","TotalVotes","Obama","Romney"
"SD",46081,"Lawrence",11359,3973,7025
"SD",46079,"Lake",6285,2724,3419
"SD",46077,"Kingsbury",2608,1092,1451
"SD",46075,"Jones",609,108,490
"SD",46073,"Jerauld",1006,452,538
"SD",46071,"Jackson",1106,426,661
"SD",46069,"Hyde",733,189,531
"SD",46067,"Hutchinson",3425,923,2451
"SD",46065,"Hughes",8155,2786,5219
"SD",46063,"Harding",739,82,638
"SD",46061,"Hanson",2416,760,1627
"SD",46059,"Hand",1848,575,1242
"SD",46057,"Hamlin",2793,921,1803
"SD",46055,"Haakon",1092,138,940
"SD",46053,"Gregory",2151,599,1507
"SD",46051,"Grant",3606,1493,2034
"SD",46049,"Faulk",1127,331,765
"SD",46047,"Fall River",3511,1137,2256
"SD",46045,"Edmunds",1936,622,1264
"SD",46043,"Douglas",1690,332,1334
"SD",46041,"Dewey",1895,1207,663
"SD",46039,"Deuel",2171,941,1175
"SD",46037,"Day",2873,1497,1320
"SD",46035,"Davison",7968,3042,4754
"SD",46033,"Custer",4520,1335,3062
"SD",46031,"Corson",1199,647,515
"SD",46029,"Codington",11524,4588,6696
"SD",46027,"Clay",5233,2955,2146
"SD",46025,"Clark",1821,713,1067
"SD",46023,"Charles Mix",3762,1482,2229
"SD",46021,"Campbell",787,153,616
"SD",46019,"Butte",4201,1000,3068
"SD",46017,"Buffalo",641,472,166
"SD",46015,"Brule",2379,824,1499
"SD",46013,"Brown",16066,7249,8320
"SD",46011,"Brookings",12398,5826,6219
"SD",46009,"Bon Homme",3074,1167,1830
"SD",46007,"Bennett",1203,548,626
"SD",46005,"Beadle",7263,2881,4230
"SD",46003,"Aurora",1400,556,804
"SC",45091,"York",99428,38757,59149
"SC",45089,"Williamsburg",16282,11318,4819
"SC",45087,"Union",12475,5748,6566
"SC",45085,"Sumter",47261,27550,19266
"SC",45083,"Spartanburg",108327,40920,65951
"SC",45081,"Saluda",8553,3322,5130
"SC",45079,"Richland",143016,94350,46725
"SC",45077,"Pickens",45422,11122,33385
"SC",45075,"Orangeburg",42637,30454,11888
"SC",45073,"Oconee",30613,8537,21573
"SC",45071,"Newberry",16287,6891,9218
"SC",45069,"Marlboro",11657,7554,4010
"SC",45067,"Marion",14766,9518,5114
"SC",45065,"McCormick",5137,2637,2460
"SC",45063,"Lexington",112204,34007,76392
"SC",45061,"Lee",8898,5972,2829
"SC",45059,"Laurens",25373,10297,14726
"SC",45057,"Lancaster",33010,13345,19273
"SC",45055,"Kershaw",27026,10821,15846
"SC",45053,"Jasper",9991,5727,4169
"SC",45051,"Horry",104584,36620,66653
"SC",45049,"Hampton",9184,5814,3310
"SC",45047,"Greenwood",28525,11884,16290
"SC",45045,"Greenville",191282,67378,120514
"SC",45043,"Georgetown",30870,14119,16476
"SC",45041,"Florence",57877,28508,28825
"SC",45039,"Fairfield",11858,7743,3996
"SC",45037,"Edgefield",11583,4965,6511
"SC",45035,"Dorchester",56735,23390,32469
"SC",45033,"Dillon",13186,7623,5477
"SC",45031,"Darlington",30140,15452,14429
"SC",45029,"Colleton",17077,8470,8439
"SC",45027,"Clarendon",15985,8967,6890
"SC",45025,"Chesterfield",16576,7942,8488
"SC",45023,"Chester",14324,7839,6336
"SC",45021,"Cherokee",20753,7219,13306
"SC",45019,"Charleston",160854,81027,77248
"SC",45017,"Calhoun",7830,4043,3705
"SC",45015,"Berkeley",61111,24239,35764
"SC",45013,"Beaufort",73115,29775,42580
"SC",45011,"Barnwell",9913,5182,4655
"SC",45009,"Bamberg",6854,4600,2190
"SC",45007,"Anderson",71901,22315,48493
"SC",45005,"Allendale",4257,3335,894
"SC",45003,"Aiken",66049,23953,41157
"SC",45001,"Abbeville",10577,4507,5923
"PA",42133,"York",186394,72126,111576
"PA",42131,"Wyoming",11214,4812,6189
"PA",42129,"Westmoreland",168709,63380,103429
"PA",42127,"Wayne",20966,8138,12531
"PA",42125,"Washington",90078,38503,50455
"PA",42123,"Warren",16462,6768,9415
"PA",42121,"Venango",20775,7469,12928
"PA",42119,"Union",16187,6063,9863
"PA",42117,"Tioga",15943,5053,10599
"PA",42115,"Susquehanna",17930,6891,10735
"PA",42113,"Sullivan",2934,1028,1859
"PA",42111,"Somerset",33875,9420,23935
"PA",42109,"Snyder",14962,4672,10050
"PA",42107,"Schuylkill",57505,24453,32156
"PA",42105,"Potter",7205,1892,5199
"PA",42103,"Pike",23164,10170,12713
"PA",42101,"Philadelphia",653598,557024,91840
"PA",42099,"Perry",18240,5430,12511
"PA",42097,"Northumberland",31512,12392,18516
"PA",42095,"Northampton",125883,65014,59242
"PA",42093,"Montour",7787,3026,4636
"PA",42091,"Montgomery",401787,227561,169903
"PA",42089,"Monroe",59312,33431,25100
"PA",42087,"Mifflin",16311,4259,11893
"PA",42085,"Mercer",48065,23082,24304
"PA",42083,"McKean",15014,5260,9494
"PA",42081,"Lycoming",46214,15104,30490
"PA",42079,"Luzerne",123741,63974,57969
"PA",42077,"Lehigh",144922,77029,66091
"PA",42075,"Lebanon",53771,18975,34010
"PA",42073,"Lawrence",38816,17427,20915
"PA",42071,"Lancaster",219677,87108,129364
"PA",42069,"Lackawanna",97116,61309,34730
"PA",42067,"Juniata",9480,2533,6821
"PA",42065,"Jefferson",17072,4535,12288
"PA",42063,"Indiana",36180,14403,21187
"PA",42061,"Huntingdon",17587,5383,11953
"PA",42059,"Greene",13726,5564,7985
"PA",42057,"Fulton",6148,1297,4780
"PA",42055,"Franklin",62802,18910,43072
"PA",42053,"Forest",2308,894,1381
"PA",42051,"Fayette",48196,21841,25845
"PA",42049,"Erie",112732,65136,46102
"PA",42047,"Elk",12425,5144,7099
"PA",42045,"Delaware",272853,164805,105270
"PA",42043,"Dauphin",122625,64209,56838
"PA",42041,"Cumberland",109964,43983,64365
"PA",42039,"Crawford",33089,13024,19497
"PA",42037,"Columbia",24305,10424,13445
"PA",42035,"Clinton",12663,5503,6941
"PA",42033,"Clearfield",31894,11093,20303
"PA",42031,"Clarion",15227,4731,10228
"PA",42029,"Chester",248295,122232,123280
"PA",42027,"Centre",68801,33677,33697
"PA",42025,"Carbon",24232,11040,12710
"PA",42023,"Cameron",1967,677,1264
"PA",42021,"Cambria",57718,23181,33464
"PA",42019,"Butler",88924,28385,59416
"PA",42017,"Bucks",319407,159598,155876
"PA",42015,"Bradford",22501,8291,13827
"PA",42013,"Blair",47631,15516,31500
"PA",42011,"Berks",163253,79895,80857
"PA",42009,"Bedford",21444,4730,16509
"PA",42007,"Beaver",80015,36833,42118
"PA",42005,"Armstrong",28322,8694,19231
"PA",42003,"Allegheny",614671,348151,259304
"PA",42001,"Adams",41973,14893,26490
"OR",41071,"Yamhill",41750,18906,21711
"OR",41069,"Wheeler",841,262,542
"OR",41067,"Washington",216473,124431,86551
"OR",41065,"Wasco",10550,5066,5152
"OR",41063,"Wallowa",4152,1252,2796
"OR",41061,"Union",11905,3943,7608
"OR",41059,"Umatilla",24623,8499,15425
"OR",41057,"Tillamook",12346,6249,5670
"OR",41055,"Sherman",1019,317,677
"OR",41053,"Polk",33996,15761,17377
"OR",41051,"Multnomah",344614,261222,71947
"OR",41049,"Morrow",3838,1189,2524
"OR",41047,"Marion",115519,54337,58435
"OR",41045,"Malheur",9711,2701,6751
"OR",41043,"Linn",49987,19893,28482
"OR",41041,"Lincoln",22612,13277,8623
"OR",41039,"Lane",166176,99891,60979
"OR",41037,"Lake",3676,769,2801
"OR",41035,"Klamath",27530,8140,18654
"OR",41033,"Josephine",39679,14929,23636
"OR",41031,"Jefferson",7978,3238,4576
"OR",41029,"Jackson",91955,42341,46974
"OR",41027,"Hood River",9662,5977,3400
"OR",41025,"Harney",3535,829,2599
"OR",41023,"Grant",3778,834,2848
"OR",41021,"Gilliam",1044,371,637
"OR",41019,"Douglas",49062,17032,30588
"OR",41017,"Deschutes",77441,34985,40670
"OR",41015,"Curry",11529,4611,6577
"OR",41013,"Crook",10109,3081,6769
"OR",41011,"Coos",27926,12628,14398
"OR",41009,"Columbia",23298,11843,10645
"OR",41007,"Clatsop",17206,9616,7101
"OR",41005,"Clackamas",185564,94013,87551
"OR",41003,"Benton",44262,27662,14922
"OR",41001,"Baker",8351,2364,5692
"OK",40153,"Woodward",7065,1129,5936
"OK",40151,"Woods",3395,670,2725
"OK",40149,"Washita",4303,821,3482
"OK",40147,"Washington",21199,5532,15667
"OK",40145,"Wagoner",28621,7773,20848
"OK",40143,"Tulsa",227541,82633,144908
"OK",40141,"Tillman",2719,906,1813
"OK",40139,"Texas",5762,854,4908
"OK",40137,"Stephens",16846,3939,12907
"OK",40135,"Sequoyah",13766,4193,9573
"OK",40133,"Seminole",7449,2597,4852
"OK",40131,"Rogers",36677,9146,27531
"OK",40129,"Roger Mills",1674,272,1402
"OK",40127,"Pushmataha",4130,1043,3087
"OK",40125,"Pottawatomie",23422,7182,16240
"OK",40123,"Pontotoc",12855,3934,8921
"OK",40121,"Pittsburg",15598,4813,10785
"OK",40119,"Payne",25660,9193,16467
"OK",40117,"Pawnee",6041,1813,4228
"OK",40115,"Ottawa",9973,3508,6465
"OK",40113,"Osage",17913,6695,11218
"OK",40111,"Okmulgee",13128,5416,7712
"OK",40109,"Oklahoma",256337,106812,149525
"OK",40107,"Okfuskee",3579,1251,2328
"OK",40105,"Nowata",4076,1244,2832
"OK",40103,"Noble",4626,1142,3484
"OK",40101,"Muskogee",23335,9943,13392
"OK",40099,"Murray",5146,1540,3606
"OK",40097,"Mayes",14456,4822,9634
"OK",40095,"Marshall",5140,1396,3744
"OK",40093,"Major",3146,446,2700
"OK",40091,"McIntosh",7265,2767,4498
"OK",40089,"McCurtain",10073,2440,7633
"OK",40087,"McClain",14299,3191,11108
"OK",40085,"Love",3470,1034,2436
"OK",40083,"Logan",16983,4686,12297
"OK",40081,"Lincoln",12807,3265,9542
"OK",40079,"LeFlore",15830,4658,11172
"OK",40077,"Latimer",3789,1169,2620
"OK",40075,"Kiowa",3410,1101,2309
"OK",40073,"Kingfisher",5354,844,4510
"OK",40071,"Kay",16122,4624,11498
"OK",40069,"Johnston",3778,1134,2644
"OK",40067,"Jefferson",2234,602,1632
"OK",40065,"Jackson",7915,1953,5962
"OK",40063,"Hughes",4206,1370,2836
"OK",40061,"Haskell",4244,1175,3069
"OK",40059,"Harper",1434,173,1261
"OK",40057,"Harmon",923,264,659
"OK",40055,"Greer",1832,488,1344
"OK",40053,"Grant",2067,393,1674
"OK",40051,"Grady",19598,4780,14818
"OK",40049,"Garvin",9478,2556,6922
"OK",40047,"Garfield",19908,4732,15176
"OK",40045,"Ellis",1801,226,1575
"OK",40043,"Dewey",2070,301,1769
"OK",40041,"Delaware",14232,4176,10056
"OK",40039,"Custer",9800,2358,7442
"OK",40037,"Creek",26078,7114,18964
"OK",40035,"Craig",5298,1746,3552
"OK",40033,"Cotton",2453,657,1796
"OK",40031,"Comanche",30174,12517,17657
"OK",40029,"Coal",2357,648,1709
"OK",40027,"Cleveland",93720,34701,59019
"OK",40025,"Cimarron",1197,115,1082
"OK",40023,"Choctaw",5066,1494,3572
"OK",40021,"Cherokee",14288,6137,8151
"OK",40019,"Carter",17120,4907,12213
"OK",40017,"Canadian",46148,10533,35615
"OK",40015,"Caddo",8811,3151,5660
"OK",40013,"Bryan",12721,3533,9188
"OK",40011,"Blaine",3815,991,2824
"OK",40009,"Beckham",6909,1413,5496
"OK",40007,"Beaver",2300,243,2057
"OK",40005,"Atoka",4775,1241,3534
"OK",40003,"Alfalfa",1817,278,1539
"OK",40001,"Adair",6472,2110,4362
"OH",39175,"Wyandot",10254,3962,6054
"OH",39173,"Wood",61967,31596,28997
"OH",39171,"Williams",17286,7045,9863
"OH",39169,"Wayne",49356,18932,29450
"OH",39167,"Washington",28798,11333,16921
"OH",39165,"Warren",108008,31907,74626
"OH",39163,"Vinton",5352,2382,2798
"OH",39161,"Van Wert",13586,3923,9433
"OH",39159,"Union",24947,8546,15947
"OH",39157,"Tuscarawas",39855,17516,21420
"OH",39155,"Trumbull",98703,59446,37545
"OH",39153,"Summit",259389,147146,108700
"OH",39151,"Stark",176620,86314,86958
"OH",39149,"Shelby",23129,6065,16700
"OH",39147,"Seneca",24633,10962,13025
"OH",39145,"Scioto",30023,14432,15023
"OH",39143,"Sandusky",28192,14035,13491
"OH",39141,"Ross",28961,13895,14582
"OH",39139,"Richland",55954,21785,33057
"OH",39137,"Putnam",18126,4238,13563
"OH",39135,"Preble",19619,6005,13202
"OH",39133,"Portage",74029,38082,34465
"OH",39131,"Pike",11233,5490,5535
"OH",39129,"Pickaway",23443,9335,13713
"OH",39127,"Perry",14673,6857,7498
"OH",39125,"Paulding",8912,3435,5248
"OH",39123,"Ottawa",21936,11214,10323
"OH",39121,"Noble",5755,2082,3498
"OH",39119,"Muskingum",35954,16327,18826
"OH",39117,"Morrow",15813,5780,9662
"OH",39115,"Morgan",6042,2772,3136
"OH",39113,"Montgomery",254266,128983,121188
"OH",39111,"Monroe",6743,3007,3540
"OH",39109,"Miami",50281,15731,33650
"OH",39107,"Mercer",21161,4609,16207
"OH",39105,"Meigs",9979,3911,5782
"OH",39103,"Medina",88849,37841,49464
"OH",39101,"Marion",26433,11933,13938
"OH",39099,"Mahoning",117571,74298,41702
"OH",39097,"Madison",17240,6700,10215
"OH",39095,"Lucas",200850,129229,68100
"OH",39093,"Lorain",138513,78112,58095
"OH",39091,"Logan",20535,6789,13323
"OH",39089,"Licking",77423,32264,43604
"OH",39087,"Lawrence",25252,10454,14371
"OH",39085,"Lake",114264,55219,57150
"OH",39083,"Knox",27618,10154,16873
"OH",39081,"Jefferson",32327,14960,16729
"OH",39079,"Jackson",12916,4965,7651
"OH",39077,"Huron",24077,10673,12821
"OH",39075,"Holmes",11355,2568,8563
"OH",39073,"Hocking",12442,6010,6150
"OH",39071,"Highland",17161,5772,11032
"OH",39069,"Henry",13937,5513,8111
"OH",39067,"Harrison",6999,2895,3936
"OH",39065,"Hardin",12147,4487,7337
"OH",39063,"Hancock",34940,12192,22077
"OH",39061,"Hamilton",402572,208508,188653
"OH",39059,"Guernsey",16403,7226,8811
"OH",39057,"Greene",81075,31028,48683
"OH",39055,"Geauga",50125,19295,30104
"OH",39053,"Gallia",9534,3418,5912
"OH",39051,"Fulton",20757,8790,11521
"OH",39049,"Franklin",541751,325654,207941
"OH",39047,"Fayette",10677,4075,6456
"OH",39045,"Fairfield",70079,28831,40134
"OH",39043,"Erie",38262,20969,16655
"OH",39041,"Delaware",96330,36131,58980
"OH",39039,"Defiance",17744,7438,9935
"OH",39037,"Darke",24807,6610,17745
"OH",39035,"Cuyahoga",611512,420953,184475
"OH",39033,"Crawford",19192,7207,11561
"OH",39031,"Coshocton",15555,6841,8312
"OH",39029,"Columbiana",45078,19351,24778
"OH",39027,"Clinton",17648,5534,11740
"OH",39025,"Clermont",93392,29334,62527
"OH",39023,"Clark",62136,30022,31116
"OH",39021,"Champaign",20016,7826,11852
"OH",39019,"Carroll",12965,5396,7177
"OH",39017,"Butler",164020,59282,102226
"OH",39015,"Brown",18955,6923,11671
"OH",39013,"Belmont",30876,13826,16418
"OH",39011,"Auglaize",22838,5643,16802
"OH",39009,"Athens",26112,17268,8118
"OH",39007,"Ashtabula",41781,22964,17890
"OH",39005,"Ashland",23826,8083,15225
"OH",39003,"Allen",46458,16869,28802
"OH",39001,"Adams",10787,3857,6691
"ND",38105,"Williams",9600,2288,7087
"ND",38103,"Wells",2359,671,1646
"ND",38101,"Ward",25231,8412,16176
"ND",38099,"Walsh",5061,2118,2809
"ND",38097,"Traill",3841,1784,1963
"ND",38095,"Towner",1164,511,619
"ND",38093,"Stutsman",9431,3561,5641
"ND",38091,"Steele",1028,515,495
"ND",38089,"Stark",11539,2805,8509
"ND",38087,"Slope",434,83,341
"ND",38085,"Sioux",1138,900,223
"ND",38083,"Sheridan",808,161,637
"ND",38081,"Sargent",1987,1073,876
"ND",38079,"Rolette",4528,3351,1090
"ND",38077,"Richland",7549,3190,4213
"ND",38075,"Renville",1272,398,850
"ND",38073,"Ransom",2412,1341,1008
"ND",38071,"Ramsey",4971,2162,2659
"ND",38069,"Pierce",2162,656,1462
"ND",38067,"Pembina",3226,1245,1893
"ND",38065,"Oliver",1010,281,693
"ND",38063,"Nelson",1668,766,862
"ND",38061,"Mountrail",3444,1401,1960
"ND",38059,"Morton",13510,4467,8669
"ND",38057,"Mercer",4394,1161,3132
"ND",38055,"McLean",4894,1660,3130
"ND",38053,"McKenzie",3423,926,2450
"ND",38051,"McIntosh",1510,456,1028
"ND",38049,"McHenry",2653,924,1651
"ND",38047,"Logan",1042,221,799
"ND",38045,"LaMoure",2179,737,1374
"ND",38043,"Kidder",1310,393,870
"ND",38041,"Hettinger",1351,313,998
"ND",38039,"Griggs",1335,535,770
"ND",38037,"Grant",1383,331,1012
"ND",38035,"Grand Forks",29796,14008,15044
"ND",38033,"Golden Valley",924,161,740
"ND",38031,"Foster",1674,604,1028
"ND",38029,"Emmons",1862,383,1430
"ND",38027,"Eddy",1147,484,631
"ND",38025,"Dunn",2002,493,1494
"ND",38023,"Divide",1151,382,731
"ND",38021,"Dickey",2513,849,1601
"ND",38019,"Cavalier",2054,818,1192
"ND",38017,"Cass",73275,34632,36792
"ND",38015,"Burleigh",42876,14036,27811
"ND",38013,"Burke",1015,230,766
"ND",38011,"Bowman",1728,412,1277
"ND",38009,"Bottineau",3484,1163,2246
"ND",38007,"Billings",577,89,472
"ND",38005,"Benson",2148,1232,867
"ND",38003,"Barnes",5471,2389,2953
"ND",38001,"Adams",1281,328,916
"NC",37199,"Yancey",9344,3954,5249
"NC",37197,"Yadkin",16657,3928,12500
"NC",37195,"Wilson",38890,20745,17904
"NC",37193,"Wilkes",28852,8089,20410
"NC",37191,"Wayne",50988,23154,27536
"NC",37189,"Watauga",28168,13371,14124
"NC",37187,"Washington",6456,3811,2615
"NC",37185,"Warren",9777,6635,3111
"NC",37183,"Wake",526805,286939,232933
"NC",37181,"Vance",20770,13286,7406
"NC",37179,"Union",93389,32032,60468
"NC",37177,"Tyrrell",1775,835,929
"NC",37175,"Transylvania",16469,6740,9522
"NC",37173,"Swain",5705,2618,2976
"NC",37171,"Surry",29096,9005,19753
"NC",37169,"Stokes",21396,5969,15142
"NC",37167,"Stanly",28276,8287,19698
"NC",37165,"Scotland",14020,8131,5799
"NC",37163,"Sampson",26005,11496,14358
"NC",37161,"Rutherford",28373,9277,18797
"NC",37159,"Rowan",61803,22529,38622
"NC",37157,"Rockingham",41549,16170,25037
"NC",37155,"Robeson",41380,23957,17093
"NC",37153,"Richmond",19127,9747,9236
"NC",37151,"Randolph",60202,14675,44913
"NC",37149,"Polk",10323,4000,6219
"NC",37147,"Pitt",76814,40701,35534
"NC",37145,"Person",19008,8384,10467
"NC",37143,"Perquimans",6621,2747,3814
"NC",37141,"Pender",24036,9455,14368
"NC",37139,"Pasquotank",17343,9970,7216
"NC",37137,"Pamlico",6712,2632,4032
"NC",37135,"Orange",75848,53404,21398
"NC",37133,"Onslow",50353,18115,31695
"NC",37131,"Northampton",10719,7210,3474
"NC",37129,"New Hanover",102067,48038,52792
"NC",37127,"Nash",48235,24214,23769
"NC",37125,"Moore",46044,16371,29336
"NC",37123,"Montgomery",11178,4689,6389
"NC",37121,"Mitchell",7673,1810,5778
"NC",37119,"Mecklenburg",445062,270705,170490
"NC",37117,"Martin",12541,6514,5963
"NC",37115,"Madison",10023,4466,5379
"NC",37113,"Macon",16750,5692,10817
"NC",37111,"McDowell",17953,6006,11732
"NC",37109,"Lincoln",36532,10980,25184
"NC",37107,"Lenoir",27247,13350,13763
"NC",37105,"Lee",23800,10577,13000
"NC",37103,"Jones",5192,2335,2825
"NC",37101,"Johnston",76021,27052,48206
"NC",37099,"Jackson",16556,8052,8224
"NC",37097,"Iredell",75762,25952,49071
"NC",37095,"Hyde",2358,1157,1183
"NC",37093,"Hoke",16800,9915,6721
"NC",37091,"Hertford",10872,7815,3001
"NC",37089,"Henderson",51961,18519,32860
"NC",37087,"Haywood",27679,11742,15553
"NC",37085,"Harnett",42343,16858,25070
"NC",37083,"Halifax",25724,16931,8686
"NC",37081,"Guilford",251529,145483,103964
"NC",37079,"Greene",8194,3761,4393
"NC",37077,"Granville",26068,13529,12332
"NC",37075,"Graham",3910,1115,2743
"NC",37073,"Gates",5310,2745,2532
"NC",37071,"Gaston",89638,32903,55817
"NC",37069,"Franklin",28059,13317,14480
"NC",37067,"Forsyth",172332,91606,79177
"NC",37065,"Edgecombe",26826,18249,8494
"NC",37063,"Durham",143828,109185,33326
"NC",37061,"Duplin",20375,8923,11330
"NC",37059,"Davie",20418,5652,14568
"NC",37057,"Davidson",69994,20291,48935
"NC",37055,"Dare",17614,7258,10102
"NC",37053,"Currituck",11153,3521,7431
"NC",37051,"Cumberland",126092,74991,50191
"NC",37049,"Craven",45585,18556,26654
"NC",37047,"Columbus",24017,10973,12863
"NC",37045,"Cleveland",42542,16734,25440
"NC",37043,"Clay",5592,1573,3952
"NC",37041,"Chowan",7424,3507,3872
"NC",37039,"Cherokee",12695,3339,9201
"NC",37037,"Chatham",35157,18252,16578
"NC",37035,"Catawba",69102,23954,44386
"NC",37033,"Caswell",10736,5183,5471
"NC",37031,"Carteret",35124,10197,24598
"NC",37029,"Camden",4520,1456,2995
"NC",37027,"Caldwell",34338,10795,23069
"NC",37025,"Cabarrus",82445,32453,49125
"NC",37023,"Burke",36116,13577,22109
"NC",37021,"Buncombe",126201,70066,54429
"NC",37019,"Brunswick",56985,21932,34587
"NC",37017,"Bladen",16351,8277,7947
"NC",37015,"Bertie",9941,6537,3367
"NC",37013,"Beaufort",23468,9399,13918
"NC",37011,"Avery",7657,1861,5708
"NC",37009,"Ashe",12486,4100,8207
"NC",37007,"Anson",11072,6894,4125
"NC",37005,"Alleghany",5025,1574,3378
"NC",37003,"Alexander",17060,4591,12207
"NC",37001,"Alamance",66638,28341,37712
"NY",36123,"Yates",8437,4021,4270
"NY",36121,"Wyoming",15230,5224,9726
"NY",36119,"Westchester",284731,171908,108707
"NY",36117,"Wayne",34127,15136,18315
"NY",36115,"Washington",21263,10596,10254
"NY",36113,"Warren",26220,13112,12571
"NY",36111,"Ulster",72193,43164,27340
"NY",36109,"Tompkins",35825,24447,10202
"NY",36107,"Tioga",19977,8263,11278
"NY",36105,"Sullivan",25322,13781,11148
"NY",36103,"Suffolk",540653,274830,259348
"NY",36101,"Steuben",35659,14586,20425
"NY",36099,"Seneca",12148,6526,5405
"NY",36097,"Schuyler",7464,3354,3942
"NY",36095,"Schoharie",11943,4862,6849
"NY",36093,"Schenectady",59614,33777,24608
"NY",36091,"Saratoga",97502,48876,46829
"NY",36089,"Saint Lawrence",34023,19574,13914
"NY",36087,"Rockland",114500,60446,52936
"NY",36085,"Staten Island",135283,67524,66420
"NY",36083,"Rensselaer",63332,34713,27240
"NY",36081,"Queens",507722,399970,103193
"NY",36079,"Putnam",40883,17851,22436
"NY",36077,"Otsego",21938,10975,10527
"NY",36075,"Oswego",41133,21733,18503
"NY",36073,"Orleans",13756,5411,8076
"NY",36071,"Orange",130494,67709,60984
"NY",36069,"Ontario",44144,21285,21998
"NY",36067,"Onondaga",188787,112664,72807
"NY",36065,"Oneida",80429,37388,41639
"NY",36063,"Niagara",82720,40862,40397
"NY",36061,"Manhattan",496293,417861,72300
"NY",36059,"Nassau",460824,243649,212882
"NY",36057,"Montgomery",16784,7881,8622
"NY",36055,"Monroe",308925,178491,124769
"NY",36053,"Madison",25865,12698,12611
"NY",36051,"Livingston",24606,10889,13210
"NY",36049,"Lewis",9481,4263,5083
"NY",36047,"Brooklyn",618035,503291,108630
"NY",36045,"Jefferson",32051,15345,16279
"NY",36043,"Herkimer",23290,10433,12389
"NY",36041,"Hamilton",2655,955,1652
"NY",36039,"Greene",18263,7911,9935
"NY",36037,"Genesee",23079,8886,13701
"NY",36035,"Fulton",18040,7916,9811
"NY",36033,"Franklin",14537,9065,5248
"NY",36031,"Essex",15577,8835,6495
"NY",36029,"Erie",386665,220184,159678
"NY",36027,"Dutchess",114142,59885,52320
"NY",36025,"Delaware",16916,7469,9085
"NY",36023,"Cortland",17698,9445,7886
"NY",36021,"Columbia",26008,14244,11194
"NY",36019,"Clinton",27622,17123,10054
"NY",36017,"Chenango",17655,8340,8933
"NY",36015,"Chemung",31981,15285,16207
"NY",36013,"Chautauqua",48434,21815,25795
"NY",36011,"Cayuga",26073,14162,11355
"NY",36009,"Cattaraugus",27608,11695,15406
"NY",36007,"Broome",75244,38315,34878
"NY",36005,"Bronx",316047,288378,26304
"NY",36003,"Allegany",15601,5658,9609
"NY",36001,"Albany",125531,80891,42029
"NM",35061,"Valencia",27647,13473,12788
"NM",35059,"Union",1753,471,1231
"NM",35057,"Torrance",6376,2414,3521
"NM",35055,"Taos",15188,11855,2710
"NM",35053,"Socorro",7087,3983,2698
"NM",35051,"Sierra",5101,1963,2928
"NM",35049,"Santa Fe",67624,49668,15145
"NM",35047,"San Miguel",11388,8754,2281
"NM",35045,"San Juan",45994,15688,28779
"NM",35043,"Sandoval",53361,26831,24124
"NM",35041,"Roosevelt",5949,1719,4032
"NM",35039,"Rio Arriba",15239,11389,3373
"NM",35037,"Quay",3696,1382,2194
"NM",35035,"Otero",19643,6715,12219
"NM",35033,"Mora",2604,1952,591
"NM",35031,"McKinley",21313,15363,5420
"NM",35029,"Luna",7472,3573,3654
"NM",35028,"Los Alamos",10654,5191,4796
"NM",35027,"Lincoln",9209,2931,5940
"NM",35025,"Lea",16933,4068,12480
"NM",35023,"Hidalgo",1929,994,895
"NM",35021,"Harding",600,260,326
"NM",35019,"Guadalupe",1978,1388,518
"NM",35017,"Grant",12744,7009,5286
"NM",35015,"Eddy",19195,6110,12546
"NM",35013,"Dona Ana",65712,36778,26988
"NM",35011,"DeBaca",900,287,586
"NM",35009,"Curry",13450,3956,9150
"NM",35007,"Colfax",5896,2879,2763
"NM",35006,"Cibola",8154,4907,2966
"NM",35005,"Chaves",20498,6621,13271
"NM",35003,"Catron",2100,557,1474
"NM",35001,"Bernalillo",264942,147183,104242
"NJ",34041,"Warren",43312,17869,24695
"NJ",34039,"Union",202353,134220,66457
"NJ",34037,"Sussex",61704,23406,37215
"NJ",34035,"Somerset",134932,70168,63159
"NJ",34033,"Salem",29116,14456,14214
"NJ",34031,"Passaic",164629,104057,59181
"NJ",34029,"Ocean",237432,96500,138594
"NJ",34027,"Morris",206580,90313,114265
"NJ",34025,"Monmouth",268943,125471,140376
"NJ",34023,"Middlesex",285232,179515,102472
"NJ",34021,"Mercer",139064,94300,43155
"NJ",34019,"Hunterdon",62821,25148,36979
"NJ",34017,"Hudson",176104,136239,38082
"NJ",34015,"Gloucester",133568,72960,58915
"NJ",34013,"Essex",281633,217950,61595
"NJ",34011,"Cumberland",49472,30172,18767
"NJ",34009,"Cape May",47243,21275,25488
"NJ",34007,"Camden",203201,137795,63329
"NJ",34005,"Burlington",197059,115951,79110
"NJ",34003,"Bergen",352023,193470,155267
"NJ",34001,"Atlantic",102405,59509,41918
"NV",32510,"Carson City",23318,10290,12394
"NV",32033,"White Pine",3704,983,2601
"NV",32031,"Washoe",186917,94806,88151
"NV",32029,"Storey",2314,920,1321
"NV",32027,"Pershing",1884,632,1167
"NV",32023,"Nye",17522,6320,10566
"NV",32021,"Mineral",2035,863,1080
"NV",32019,"Lyon",21465,7380,13520
"NV",32017,"Lincoln",2152,400,1691
"NV",32015,"Lander",2165,534,1580
"NV",32013,"Humboldt",5744,1737,3810
"NV",32011,"Eureka",808,107,663
"NV",32009,"Esmeralda",435,92,317
"NV",32007,"Elko",15984,3510,12013
"NV",32005,"Douglas",26054,9288,16264
"NV",32003,"Clark",688339,387978,288223
